season,franchise,wins,losses,ties,win_pct,point_diff,point_diff_per_game,conference,division,division_title,conference_best_record,playoff_wins,reached_super_bowl,won_super_bowl,playoff_avg_margin,acc_base,acc_division_title,acc_conference_best,acc_playoff_wins,acc_super_bowl_appearance,acc_super_bowl_win,acc_undefeated,acc_postseason_dominance,acc
1970,MIN,12,2,0,0.8571428571428571,192,13.714285714285714,NFC,Central,True,True,0,False,False,-3.0,8.571428571428571,2.0,1.0,0.0,0.0,0.0,0.0,0.0,11.571428571428571
1970,NE,2,12,0,0.14285714285714285,-212,-15.142857142857142,AFC,East,False,False,0,False,False,,1.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714284
1970,NO,2,11,1,0.17857142857142858,-175,-12.5,NFC,West,False,False,0,False,False,,1.7857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7857142857142858
1970,NYG,9,5,0,0.6428571428571429,31,2.2142857142857144,NFC,East,False,False,0,False,False,,6.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.428571428571429
1970,NYJ,4,10,0,0.2857142857142857,-31,-2.2142857142857144,AFC,East,False,False,0,False,False,,2.8571428571428568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8571428571428568
1970,OAK,8,4,2,0.6428571428571429,7,0.5,AFC,West,True,False,1,False,False,-1.5,6.428571428571429,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.428571428571429
1970,PHI,3,10,1,0.25,-91,-6.5,NFC,East,False,False,0,False,False,,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
1970,PIT,5,9,0,0.35714285714285715,-62,-4.428571428571429,AFC,Central,False,False,0,False,False,,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716
1970,SF,10,3,1,0.75,85,6.071428571428571,NFC,West,True,False,1,False,False,-2.0,7.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,11.5
1970,TEN,3,10,1,0.25,-135,-9.642857142857142,AFC,Central,False,False,0,False,False,,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
1970,WSH,6,8,0,0.42857142857142855,-17,-1.2142857142857142,NFC,East,False,False,0,False,False,,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286
1971,ARI,4,9,1,0.32142857142857145,-48,-3.4285714285714284,NFC,East,False,False,0,False,False,,3.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2142857142857144
1971,ATL,7,6,1,0.5357142857142857,-3,-0.21428571428571427,NFC,West,False,False,0,False,False,,5.357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.357142857142857
1971,BUF,1,13,0,0.07142857142857142,-210,-15.0,AFC,East,False,False,0,False,False,,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142
1971,CHI,6,8,0,0.42857142857142855,-91,-6.5,NFC,Central,False,False,0,False,False,,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286
1971,CIN,4,10,0,0.2857142857142857,19,1.3571428571428572,AFC,Central,False,False,0,False,False,,2.8571428571428568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8571428571428568
1971,CLE,9,5,0,0.6428571428571429,12,0.8571428571428571,AFC,Central,True,False,0,False,False,-17.0,6.428571428571429,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.428571428571429
1971,DAL,11,3,0,0.7857142857142857,184,13.142857142857142,NFC,East,True,True,3,True,True,13.333333333333334,7.857142857142857,2.0,1.0,4.0,4.0,6.0,0.0,1.0,25.857142857142858
1971,DEN,4,9,1,0.32142857142857145,-72,-5.142857142857143,AFC,West,False,False,0,False,False,,3.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2142857142857144
1971,DET,7,6,1,0.5357142857142857,55,3.9285714285714284,NFC,Central,False,False,0,False,False,,5.357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.357142857142857
1971,GB,4,8,2,0.35714285714285715,-24,-1.7142857142857142,NFC,Central,False,False,0,False,False,,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716
1971,IND,10,4,0,0.7142857142857143,173,12.357142857142858,AFC,East,False,False,1,False,False,-2.0,7.142857142857143,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.142857142857142
1971,KC,10,3,1,0.75,94,6.714285714285714,AFC,West,True,False,0,False,False,-3.0,7.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
1971,LAC,6,8,0,0.42857142857142855,-30,-2.142857142857143,AFC,West,False,False,0,False,False,,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286
1971,LAR,8,5,1,0.6071428571428571,53,3.7857142857142856,NFC,West,False,False,0,False,False,,6.071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.071428571428571
1971,MIA,10,3,1,0.75,141,10.071428571428571,AFC,East,True,True,2,True,False,1.0,7.5,2.0,1.0,4.0,4.0,0.0,0.0,0.0,18.5
1971,MIN,11,3,0,0.7857142857142857,106,7.571428571428571,NFC,Central,True,False,0,False,False,-8.0,7.857142857142857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.857142857142858
1971,NE,6,8,0,0.42857142857142855,-87,-6.214285714285714,AFC,East,False,False,0,False,False,,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286
1971,NO,4,8,2,0.35714285714285715,-81,-5.785714285714286,NFC,West,False,False,0,False,False,,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716
1971,NYG,4,10,0,0.2857142857142857,-134,-9.571428571428571,NFC,East,False,False,0,False,False,,2.8571428571428568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8571428571428568
1971,NYJ,6,8,0,0.42857142857142855,-87,-6.214285714285714,AFC,East,False,False,0,False,False,,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286
1971,OAK,8,4,2,0.6428571428571429,66,4.714285714285714,AFC,West,False,False,0,False,False,,6.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.428571428571429
1971,PHI,6,7,1,0.4642857142857143,-81,-5.785714285714286,NFC,East,False,False,0,False,False,,4.642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.642857142857143
1971,PIT,6,8,0,0.42857142857142855,-46,-3.2857142857142856,AFC,Central,False,False,0,False,False,,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286
1971,SF,9,5,0,0.6428571428571429,84,6.0,NFC,West,True,False,1,False,False,-3.5,6.428571428571429,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.428571428571429
1971,TEN,4,9,1,0.32142857142857145,-79,-5.642857142857143,AFC,Central,False,False,0,False,False,,3.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2142857142857144
1971,WSH,9,4,1,0.6785714285714286,86,6.142857142857143,NFC,East,False,False,0,False,False,-4.0,6.7857142857142865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7857142857142865
1972,ARI,4,9,1,0.32142857142857145,-110,-7.857142857142857,NFC,East,False,False,0,False,False,,3.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2142857142857144
1972,ATL,7,7,0,0.5,-5,-0.35714285714285715,NFC,West,False,False,0,False,False,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1972,BUF,4,9,1,0.32142857142857145,-120,-8.571428571428571,AFC,East,False,False,0,False,False,,3.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2142857142857144
1972,CHI,4,9,1,0.32142857142857145,-50,-3.5714285714285716,NFC,Central,False,False,0,False,False,,3.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2142857142857144
1972,CIN,8,6,0,0.5714285714285714,70,5.0,AFC,Central,False,False,0,False,False,,5.7142857142857135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7142857142857135
1972,CLE,10,4,0,0.7142857142857143,19,1.3571428571428572,AFC,Central,False,False,0,False,False,-6.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143
1972,DAL,10,4,0,0.7142857142857143,79,5.642857142857143,NFC,East,False,False,1,False,False,-10.5,7.142857142857143,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.142857142857142
1972,DEN,5,9,0,0.35714285714285715,-25,-1.7857142857142858,AFC,West,False,False,0,False,False,,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716
1972,DET,8,5,1,0.6071428571428571,49,3.5,NFC,Central,False,False,0,False,False,,6.071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.071428571428571
1972,GB,10,4,0,0.7142857142857143,78,5.571428571428571,NFC,Central,True,False,0,False,False,-13.0,7.142857142857143,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.142857142857142
1972,IND,5,9,0,0.35714285714285715,-17,-1.2142857142857142,AFC,East,False,False,0,False,False,,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716
1972,KC,8,6,0,0.5714285714285714,33,2.357142857142857,AFC,West,False,False,0,False,False,,5.7142857142857135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7142857142857135
1972,LAC,4,9,1,0.32142857142857145,-80,-5.714285714285714,AFC,West,False,False,0,False,False,,3.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2142857142857144
1972,LAR,6,7,1,0.4642857142857143,5,0.35714285714285715,NFC,West,False,False,0,False,False,,4.642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.642857142857143
1972,MIA,14,0,0,1.0,214,15.285714285714286,AFC,East,True,True,3,True,True,5.666666666666667,10.0,2.0,1.0,4.0,4.0,6.0,3.0,0.0,30.0
1972,MIN,7,7,0,0.5,49,3.5,NFC,Central,False,False,0,False,False,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1972,NE,3,11,0,0.21428571428571427,-254,-18.142857142857142,AFC,East,False,False,0,False,False,,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143
1972,NO,2,11,1,0.17857142857142858,-146,-10.428571428571429,NFC,West,False,False,0,False,False,,1.7857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7857142857142858
1972,NYG,8,6,0,0.5714285714285714,84,6.0,NFC,East,False,False,0,False,False,,5.7142857142857135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7142857142857135
1972,NYJ,7,7,0,0.5,43,3.0714285714285716,AFC,East,False,False,0,False,False,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1972,OAK,10,3,1,0.75,117,8.357142857142858,AFC,West,True,False,0,False,False,-6.0,7.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
1972,PHI,2,11,1,0.17857142857142858,-207,-14.785714285714286,NFC,East,False,False,0,False,False,,1.7857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7857142857142858
1972,PIT,11,3,0,0.7857142857142857,168,12.0,AFC,Central,True,False,1,False,False,1.0,7.857142857142857,2.0,0.0,2.0,0.0,0.0,0.0,0.0,11.857142857142858
1972,SF,8,5,1,0.6071428571428571,104,7.428571428571429,NFC,West,True,False,0,False,False,-2.0,6.071428571428571,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.071428571428571
1972,TEN,1,13,0,0.07142857142857142,-216,-15.428571428571429,AFC,Central,False,False,0,False,False,,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142
1972,WSH,11,3,0,0.7857142857142857,118,8.428571428571429,NFC,East,True,True,2,True,False,9.666666666666666,7.857142857142857,2.0,1.0,4.0,4.0,0.0,0.0,0.0,18.857142857142858
1973,ARI,4,9,1,0.32142857142857145,-79,-5.642857142857143,NFC,East,False,False,0,False,False,,3.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2142857142857144
1973,ATL,9,5,0,0.6428571428571429,94,6.714285714285714,NFC,West,False,False,0,False,False,,6.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.428571428571429
1973,BUF,9,5,0,0.6428571428571429,29,2.0714285714285716,AFC,East,False,False,0,False,False,,6.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.428571428571429
1973,CHI,3,11,0,0.21428571428571427,-139,-9.928571428571429,NFC,Central,False,False,0,False,False,,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143
1973,CIN,10,4,0,0.7142857142857143,55,3.9285714285714284,AFC,Central,False,False,0,False,False,-18.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143
1973,CLE,7,5,2,0.5714285714285714,-21,-1.5,AFC,Central,False,False,0,False,False,,5.7142857142857135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7142857142857135
1973,DAL,10,4,0,0.7142857142857143,179,12.785714285714286,NFC,East,True,False,1,False,False,-3.0,7.142857142857143,2.0,0.0,2.0,0.0,0.0,0.0,0.0,11.142857142857142
1973,DEN,7,5,2,0.5714285714285714,58,4.142857142857143,AFC,West,False,False,0,False,False,,5.7142857142857135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7142857142857135
1973,DET,6,7,1,0.4642857142857143,24,1.7142857142857142,NFC,Central,False,False,0,False,False,,4.642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.642857142857143
1973,GB,5,7,2,0.42857142857142855,-57,-4.071428571428571,NFC,Central,False,False,0,False,False,,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286
1973,IND,4,10,0,0.2857142857142857,-115,-8.214285714285714,AFC,East,False,False,0,False,False,,2.8571428571428568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8571428571428568
1973,KC,7,5,2,0.5714285714285714,39,2.7857142857142856,AFC,West,False,False,0,False,False,,5.7142857142857135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7142857142857135
1973,LAC,2,11,1,0.17857142857142858,-198,-14.142857142857142,AFC,West,False,False,0,False,False,,1.7857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7857142857142858
1973,LAR,12,2,0,0.8571428571428571,210,15.0,NFC,West,True,True,0,False,False,-11.0,8.571428571428571,2.0,1.0,0.0,0.0,0.0,0.0,0.0,11.571428571428571
1973,MIA,12,2,0,0.8571428571428571,193,13.785714285714286,AFC,East,True,True,3,True,True,17.333333333333332,8.571428571428571,2.0,1.0,4.0,4.0,6.0,0.0,1.0,26.57142857142857
1973,MIN,12,2,0,0.8571428571428571,128,9.142857142857142,NFC,Central,True,False,2,True,False,2.3333333333333335,8.571428571428571,2.0,0.0,4.0,4.0,0.0,0.0,0.0,18.57142857142857
1973,NE,5,9,0,0.35714285714285715,-42,-3.0,AFC,East,False,False,0,False,False,,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716
1973,NO,5,9,0,0.35714285714285715,-149,-10.642857142857142,NFC,West,False,False,0,False,False,,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716
1973,NYG,2,11,1,0.17857142857142858,-136,-9.714285714285714,NFC,East,False,False,0,False,False,,1.7857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7857142857142858
1973,NYJ,4,10,0,0.2857142857142857,-66,-4.714285714285714,AFC,East,False,False,0,False,False,,2.8571428571428568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8571428571428568
1973,OAK,9,4,1,0.6785714285714286,117,8.357142857142858,AFC,West,True,False,1,False,False,1.0,6.7857142857142865,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.785714285714286
1973,PHI,5,8,1,0.39285714285714285,-83,-5.928571428571429,NFC,East,False,False,0,False,False,,3.9285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9285714285714284
1973,PIT,10,4,0,0.7142857142857143,137,9.785714285714286,AFC,Central,True,False,0,False,False,-19.0,7.142857142857143,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.142857142857142
1973,SF,5,9,0,0.35714285714285715,-57,-4.071428571428571,NFC,West,False,False,0,False,False,,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716
1973,TEN,1,13,0,0.07142857142857142,-248,-17.714285714285715,AFC,Central,False,False,0,False,False,,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142
1973,WSH,10,4,0,0.7142857142857143,127,9.071428571428571,NFC,East,False,False,0,False,False,-7.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143
1974,ARI,10,4,0,0.7142857142857143,67,4.785714285714286,NFC,East,False,False,0,False,False,-16.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143
1974,ATL,3,11,0,0.21428571428571427,-160,-11.428571428571429,NFC,West,False,False,0,False,False,,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143
1974,BUF,9,5,0,0.6428571428571429,20,1.4285714285714286,AFC,East,False,False,0,False,False,-18.0,6.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.428571428571429
1974,CHI,4,10,0,0.2857142857142857,-127,-9.071428571428571,NFC,Central,False,False,0,False,False,,2.8571428571428568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8571428571428568
1974,CIN,7,7,0,0.5,24,1.7142857142857142,AFC,Central,False,False,0,False,False,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1974,CLE,4,10,0,0.2857142857142857,-93,-6.642857142857143,AFC,Central,False,False,0,False,False,,2.8571428571428568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8571428571428568
1974,DAL,8,6,0,0.5714285714285714,62,4.428571428571429,NFC,East,False,False,0,False,False,,5.7142857142857135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7142857142857135
1974,DEN,7,6,1,0.5357142857142857,8,0.5714285714285714,AFC,West,False,False,0,False,False,,5.357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.357142857142857
1974,DET,7,7,0,0.5,-14,-1.0,NFC,Central,False,False,0,False,False,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1974,GB,6,8,0,0.42857142857142855,4,0.2857142857142857,NFC,Central,False,False,0,False,False,,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286
1974,IND,2,12,0,0.14285714285714285,-139,-9.928571428571429,AFC,East,False,False,0,False,False,,1.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714284
1974,KC,5,9,0,0.35714285714285715,-60,-4.285714285714286,AFC,West,False,False,0,False,False,,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716
1974,LAC,5,9,0,0.35714285714285715,-73,-5.214285714285714,AFC,West,False,False,0,False,False,,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716
1974,LAR,10,4,0,0.7142857142857143,82,5.857142857142857,NFC,West,True,False,1,False,False,2.5,7.142857142857143,2.0,0.0,2.0,0.0,0.0,0.0,0.0,11.142857142857142
1974,MIA,11,3,0,0.7857142857142857,111,7.928571428571429,AFC,East,True,False,0,False,False,-2.0,7.857142857142857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.857142857142858
1974,MIN,10,4,0,0.7142857142857143,115,8.214285714285714,NFC,Central,True,False,2,True,False,3.3333333333333335,7.142857142857143,2.0,0.0,4.0,4.0,0.0,0.0,0.0,17.142857142857142
1974,NE,7,7,0,0.5,59,4.214285714285714,AFC,East,False,False,0,False,False,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1974,NO,5,9,0,0.35714285714285715,-97,-6.928571428571429,NFC,West,False,False,0,False,False,,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716
1974,NYG,2,12,0,0.14285714285714285,-104,-7.428571428571429,NFC,East,False,False,0,False,False,,1.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714284
1974,NYJ,7,7,0,0.5,-21,-1.5,AFC,East,False,False,0,False,False,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1974,OAK,12,2,0,0.8571428571428571,127,9.071428571428571,AFC,West,True,True,1,False,False,-4.5,8.571428571428571,2.0,1.0,2.0,0.0,0.0,0.0,0.0,13.571428571428571
1974,PHI,7,7,0,0.5,25,1.7857142857142858,NFC,East,False,False,0,False,False,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1974,PIT,10,3,1,0.75,116,8.285714285714286,AFC,Central,True,False,3,True,True,13.0,7.5,2.0,0.0,4.0,4.0,6.0,0.0,1.0,24.5
1974,SF,6,8,0,0.42857142857142855,-10,-0.7142857142857143,NFC,West,False,False,0,False,False,,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286
1974,TEN,7,7,0,0.5,-46,-3.2857142857142856,AFC,Central,False,False,0,False,False,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1974,WSH,10,4,0,0.7142857142857143,124,8.857142857142858,NFC,East,True,True,0,False,False,-9.0,7.142857142857143,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10.142857142857142
1975,ARI,11,3,0,0.7857142857142857,80,5.714285714285714,NFC,East,True,False,0,False,False,-12.0,7.857142857142857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.857142857142858
1975,ATL,4,10,0,0.2857142857142857,-49,-3.5,NFC,West,False,False,0,False,False,,2.8571428571428568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8571428571428568
1975,BUF,8,6,0,0.5714285714285714,65,4.642857142857143,AFC,East,False,False,0,False,False,,5.7142857142857135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7142857142857135
1975,CHI,4,10,0,0.2857142857142857,-188,-13.428571428571429,NFC,Central,False,False,0,False,False,,2.8571428571428568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8571428571428568
1975,CIN,11,3,0,0.7857142857142857,94,6.714285714285714,AFC,Central,False,False,0,False,False,-3.0,7.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857142857142857
1975,CLE,3,11,0,0.21428571428571427,-154,-11.0,AFC,Central,False,False,0,False,False,,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143
1975,DAL,10,4,0,0.7142857142857143,82,5.857142857142857,NFC,East,False,False,2,True,False,9.666666666666666,7.142857142857143,0.0,0.0,4.0,4.0,0.0,0.0,0.0,15.142857142857142
1975,DEN,6,8,0,0.42857142857142855,-53,-3.7857142857142856,AFC,West,False,False,0,False,False,,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286
1975,DET,7,7,0,0.5,-17,-1.2142857142857142,NFC,Central,False,False,0,False,False,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1975,GB,4,10,0,0.2857142857142857,-59,-4.214285714285714,NFC,Central,False,False,0,False,False,,2.8571428571428568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8571428571428568
1975,IND,10,4,0,0.7142857142857143,126,9.0,AFC,East,False,False,0,False,False,-18.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143
1975,KC,5,9,0,0.35714285714285715,-59,-4.214285714285714,AFC,West,False,False,0,False,False,,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716
1975,LAC,2,12,0,0.14285714285714285,-156,-11.142857142857142,AFC,West,False,False,0,False,False,,1.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714284
1975,LAR,12,2,0,0.8571428571428571,177,12.642857142857142,NFC,West,True,False,1,False,False,-9.0,8.571428571428571,2.0,0.0,2.0,0.0,0.0,0.0,0.0,12.571428571428571
1975,MIA,10,4,0,0.7142857142857143,135,9.642857142857142,AFC,East,True,False,0,False,False,,7.142857142857143,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.142857142857142
